May 09 08:36:38 kiseki-storage-2 systemd[1]: Started Kiseki Storage Server (node 2, nvme).
May 09 08:36:38 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:36:38.984810Z  INFO kiseki_server: kiseki-server starting data_addr=0.0.0.0:9100 advisory_addr=0.0.0.0:9101
May 09 08:39:10 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:10.669328Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=13 last_applied=136
May 09 08:39:10 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:10.771526Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=17 last_applied=153
May 09 08:39:10 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:10.873404Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=7 last_applied=160
May 09 08:39:10 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:10.975746Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=3 last_applied=163
May 09 08:39:11 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:11.077033Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=8 last_applied=171
May 09 08:39:11 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:11.179367Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=11 last_applied=182
May 09 08:39:11 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:11.280764Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=7 last_applied=189
May 09 08:39:11 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:11.382058Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=5 last_applied=194
May 09 08:39:11 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:11.484432Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=12 last_applied=206
May 09 08:39:11 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:11.585781Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=11 last_applied=217
May 09 08:39:11 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:11.687188Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=11 last_applied=228
May 09 08:39:11 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:11.789496Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=8 last_applied=236
May 09 08:39:11 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:11.890652Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=10 last_applied=246
May 09 08:39:11 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:11.991862Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=11 last_applied=257
May 09 08:39:12 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:12.093208Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=8 last_applied=265
May 09 08:39:12 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:12.195387Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=3 last_applied=268
May 09 08:39:12 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:12.297105Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=12 last_applied=280
May 09 08:39:12 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:12.399424Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=10 last_applied=290
May 09 08:39:12 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:12.501734Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=12 last_applied=302
May 09 08:39:12 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:12.603420Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=15 last_applied=317
May 09 08:39:12 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:12.705502Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=16 last_applied=333
May 09 08:39:12 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:12.806833Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=11 last_applied=344
May 09 08:39:13 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:13.312929Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=1 last_applied=345
May 09 08:39:13 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:13.414377Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=1 last_applied=346
May 09 08:39:13 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:13.617438Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=1 last_applied=347
May 09 08:39:13 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:13.718769Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=5 last_applied=352
May 09 08:39:13 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:13.819730Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=4 last_applied=356
May 09 08:39:13 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:13.920877Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=8 last_applied=364
May 09 08:39:14 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:14.022192Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=7 last_applied=371
May 09 08:39:14 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:14.124431Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=8 last_applied=379
May 09 08:39:14 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:14.226502Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=10 last_applied=389
May 09 08:39:14 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:14.328614Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=6 last_applied=395
May 09 08:39:14 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:14.429857Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=13 last_applied=408
May 09 08:39:14 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:14.531208Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=15 last_applied=423
May 09 08:39:14 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:14.633153Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=17 last_applied=440
May 09 08:39:14 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:14.735486Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=14 last_applied=454
May 09 08:39:14 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:14.836727Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=13 last_applied=467
May 09 08:39:14 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:14.937977Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=13 last_applied=480
May 09 08:39:15 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:15.040237Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=4 last_applied=484
May 09 08:39:15 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:15.142367Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=6 last_applied=490
May 09 08:39:15 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:15.244617Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=4 last_applied=494
May 09 08:39:15 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:15.345750Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=4 last_applied=498
May 09 08:39:15 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:15.446865Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=2 last_applied=500
May 09 08:39:15 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:15.548075Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=7 last_applied=507
May 09 08:39:15 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:15.650213Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=8 last_applied=515
May 09 08:39:15 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:15.752483Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=11 last_applied=526
May 09 08:39:15 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:15.853697Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=3 last_applied=529
May 09 08:39:15 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:15.955118Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=9 last_applied=538
May 09 08:39:16 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:16.057038Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=9 last_applied=547
May 09 08:39:16 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:16.159129Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=8 last_applied=555
May 09 08:39:16 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:16.261328Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=8 last_applied=563
May 09 08:39:16 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:16.363715Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=13 last_applied=576
May 09 08:39:16 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:16.464828Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=8 last_applied=584
May 09 08:39:16 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:16.566176Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=14 last_applied=598
May 09 08:39:16 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:16.668428Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=13 last_applied=611
May 09 08:39:16 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:16.769593Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=6 last_applied=617
May 09 08:39:16 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:16.871087Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=11 last_applied=628
May 09 08:39:16 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:16.973490Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=10 last_applied=638
May 09 08:39:17 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:17.074783Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=17 last_applied=655
May 09 08:39:17 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:17.176014Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=11 last_applied=666
May 09 08:39:17 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:17.278259Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=5 last_applied=671
May 09 08:39:17 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:17.380496Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=8 last_applied=679
May 09 08:39:17 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:17.482706Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=5 last_applied=684
May 09 08:39:17 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:17.583990Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=12 last_applied=696
May 09 08:39:17 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:17.686197Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=9 last_applied=705
May 09 08:39:17 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:17.788418Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=10 last_applied=715
May 09 08:39:17 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:17.890754Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=9 last_applied=724
May 09 08:39:17 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:17.992035Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=16 last_applied=740
May 09 08:39:18 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:18.093948Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=9 last_applied=749
May 09 08:39:18 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:18.196240Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=8 last_applied=757
May 09 08:39:18 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:18.298514Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=9 last_applied=766
May 09 08:39:18 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:18.400443Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=11 last_applied=777
May 09 08:39:18 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:18.502641Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=13 last_applied=790
May 09 08:39:18 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:18.604696Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=17 last_applied=807
May 09 08:39:18 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:18.706011Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=14 last_applied=821
May 09 08:39:18 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:18.808446Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=18 last_applied=839
May 09 08:39:18 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:18.910740Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=16 last_applied=855
May 09 08:39:19 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:19.012031Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=1 last_applied=856
May 09 08:39:20 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:20.224849Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=2 last_applied=858
May 09 08:39:20 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:20.326043Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=2 last_applied=860
May 09 08:39:20 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:20.630474Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=1 last_applied=861
May 09 08:39:20 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:20.731979Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=1 last_applied=862
May 09 08:39:20 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:20.834404Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=1 last_applied=863
May 09 08:39:20 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:20.935778Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=2 last_applied=865
May 09 08:39:21 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:21.037291Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=4 last_applied=869
May 09 08:39:21 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:21.139518Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=5 last_applied=874
May 09 08:39:21 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:21.240878Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=7 last_applied=881
May 09 08:39:21 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:21.341861Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=6 last_applied=887
May 09 08:39:21 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:21.443194Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=10 last_applied=897
May 09 08:39:21 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:21.545378Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=7 last_applied=904
May 09 08:39:21 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:21.647540Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=11 last_applied=915
May 09 08:39:21 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:21.748771Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=10 last_applied=925
May 09 08:39:21 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:21.850296Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=9 last_applied=934
May 09 08:39:21 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:21.952608Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=8 last_applied=942
May 09 08:39:22 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:22.054000Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=15 last_applied=957
May 09 08:39:22 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:22.156383Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=19 last_applied=976
May 09 08:39:22 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:22.258578Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=6 last_applied=982
May 09 08:39:23 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:23.297162Z  INFO openraft::engine::handler::snapshot_handler: push snapshot building command
May 09 08:39:23 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:23.297374Z  INFO openraft::core::sm::worker: openraft::core::sm::worker::Worker<_, _, _>::worker_loop: build snapshot
May 09 08:39:23 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:23.297404Z  INFO build_snapshot: openraft::core::sm::worker: openraft::core::sm::worker::Worker<_, _, _>::build_snapshot: returning; spawned building snapshot task
May 09 08:39:23 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:23.302197Z  INFO openraft::core::raft_core: sm::StateMachine command done: BuildSnapshotDone: {snapshot_id: snap-1105, last_log:T3-N1.1105, last_membership: {log_id:T0-N1.0, {voters:[{1:KisekiNode { addr: "10.0.0.10:9300", topology: None },2:KisekiNode { addr: "10.0.0.11:9300", topology: None },3:KisekiNode { addr: "10.0.0.12:9300", topology: None }}], learners:[]}}}: openraft::core::raft_core::RaftCore<_, _, _, _>::handle_notification
May 09 08:39:23 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:23.302221Z  INFO openraft::engine::engine_impl: openraft::engine::engine_impl::Engine<_, _>::on_building_snapshot_done: snapshot_meta: {snapshot_id: snap-1105, last_log:T3-N1.1105, last_membership: {log_id:T0-N1.0, {voters:[{1:KisekiNode { addr: "10.0.0.10:9300", topology: None },2:KisekiNode { addr: "10.0.0.11:9300", topology: None },3:KisekiNode { addr: "10.0.0.12:9300", topology: None }}], learners:[]}}}
May 09 08:39:23 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:23.302231Z  INFO openraft::engine::handler::snapshot_handler: update_snapshot: SnapshotMeta { last_log_id: Some(LogId { leader_id: LeaderId { term: 3, node_id: 1 }, index: 1105 }), last_membership: StoredMembership { log_id: Some(LogId { leader_id: LeaderId { term: 0, node_id: 1 }, index: 0 }), membership: Membership { configs: [{1, 2, 3}], nodes: {1: KisekiNode { addr: "10.0.0.10:9300", topology: None }, 2: KisekiNode { addr: "10.0.0.11:9300", topology: None }, 3: KisekiNode { addr: "10.0.0.12:9300", topology: None }} } }, snapshot_id: "snap-1105" }
May 09 08:39:23 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:23.302245Z  INFO openraft::engine::handler::log_handler: purge log, last_purged: None, purge_upto: T3-N1.105
May 09 08:39:23 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:23.372863Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=138 last_applied=1120
May 09 08:39:23 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:23.474115Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=5 last_applied=1125
May 09 08:39:23 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:23.576309Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=7 last_applied=1132
May 09 08:39:23 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:23.678616Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=4 last_applied=1136
May 09 08:39:23 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:23.779764Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=3 last_applied=1139
May 09 08:39:23 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:23.881063Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=3 last_applied=1142
May 09 08:39:23 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:23.983362Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=4 last_applied=1146
May 09 08:39:24 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:24.085491Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=2 last_applied=1148
May 09 08:39:24 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:24.186846Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=4 last_applied=1152
May 09 08:39:24 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:24.288153Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=4 last_applied=1156
May 09 08:39:24 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:24.390358Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=2 last_applied=1158
May 09 08:39:24 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:24.492717Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=9 last_applied=1167
May 09 08:39:24 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:24.594018Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=8 last_applied=1175
May 09 08:39:24 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:24.696218Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=7 last_applied=1182
May 09 08:39:24 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:24.798176Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=11 last_applied=1193
May 09 08:39:24 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:24.900447Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=10 last_applied=1203
May 09 08:39:25 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:25.001708Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=4 last_applied=1207
May 09 08:39:25 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:25.103670Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=12 last_applied=1219
May 09 08:39:25 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:25.205018Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=9 last_applied=1228
May 09 08:39:25 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:25.307358Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=11 last_applied=1239
May 09 08:39:25 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:25.409623Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=12 last_applied=1251
May 09 08:39:25 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:25.510803Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=11 last_applied=1262
May 09 08:39:25 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:25.612142Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=11 last_applied=1273
May 09 08:39:25 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:25.713619Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=7 last_applied=1280
May 09 08:39:25 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:25.814864Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=2 last_applied=1282
May 09 08:39:26 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:26.825652Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=129 last_applied=1411
May 09 08:39:26 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:26.927042Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=8 last_applied=1419
May 09 08:39:27 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:27.029464Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=13 last_applied=1432
May 09 08:39:27 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:27.130744Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=6 last_applied=1438
May 09 08:39:27 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:27.231896Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=6 last_applied=1444
May 09 08:39:27 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:27.333264Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=11 last_applied=1455
May 09 08:39:27 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:27.435647Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=10 last_applied=1465
May 09 08:39:27 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:27.536832Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=2 last_applied=1467
May 09 08:39:27 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:27.638152Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=6 last_applied=1473
May 09 08:39:27 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:27.740312Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=8 last_applied=1481
May 09 08:39:27 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:27.841760Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=4 last_applied=1485
May 09 08:39:27 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:27.943296Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=6 last_applied=1491
May 09 08:39:28 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:28.045478Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=5 last_applied=1496
May 09 08:39:28 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:28.146841Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=4 last_applied=1500
