May 09 08:36:38 kiseki-storage-2 systemd[1]: Started Kiseki Storage Server (node 2, nvme).
May 09 08:36:38 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:36:38.984810Z  INFO kiseki_server: kiseki-server starting data_addr=0.0.0.0:9100 advisory_addr=0.0.0.0:9101
May 09 08:36:39 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:36:39.039079Z  INFO lsm_tree::tree::ingest: Finished ingestion writer
May 09 08:36:39 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:36:39.043313Z  INFO lsm_tree::tree::ingest: Finished ingestion writer
May 09 08:36:39 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:36:39.044545Z  INFO openraft::storage::helper: get_initial_state: vote: <T0-N2:->, last_purged_log_id: None, last_applied: None, committed: None, last_log_id: None
May 09 08:36:39 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:36:39.044557Z  INFO openraft::storage::helper: load membership from log: [0..0)
May 09 08:36:39 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:36:39.044568Z  INFO openraft::storage::helper: load key log ids from (None,None]
May 09 08:36:39 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:36:39.054043Z  INFO openraft::engine::engine_impl: startup begin: state: RaftState { vote: Leased { data: Vote { leader_id: LeaderId { term: 0, node_id: 2 }, committed: false }, last_update: Some(TokioInstant(Instant { tv_sec: 62, tv_nsec: 614505800 })), lease: 0ns, lease_enabled: true }, log_ids: LogIdList { purged: None, key_log_ids: [] }, membership_state: MembershipState { committed: EffectiveMembership { log_id: None, membership: Membership { configs: [], nodes: {} }, voter_ids: {} }, effective: EffectiveMembership { log_id: None, membership: Membership { configs: [], nodes: {} }, voter_ids: {} } }, snapshot_meta: SnapshotMeta { last_log_id: None, last_membership: StoredMembership { log_id: None, membership: Membership { configs: [], nodes: {} } }, snapshot_id: "" }, last_inflight_id: 0, server_state: Learner, io_state: IOState { building_snapshot: false, log_progress: IOProgress { accepted: Some(Vote(UncommittedVote { leader_id: LeaderId { term: 0, node_id: 2 } })), submitted: Some(Vote(UncommittedVote { leader_id: LeaderId { term: 0, node_id: 2 } })), flushed: Some(Vote(UncommittedVote { leader_id: LeaderId { term: 0, node_id: 2 } })), id: "2", name: "LogIO" }, apply_progress: IOProgress { accepted: None, submitted: None, flushed: None, id: "2", name: "Apply" }, snapshot: IOProgress { accepted: None, submitted: None, flushed: None, id: "2", name: "Snapshot" }, cluster_committed: MonotonicIncrease { value: None }, purged: None }, purge_upto: None, progress_id_gen: SharedIdGenerator { next_id: 1 } }, is_leader: false, is_voter: false
May 09 08:36:39 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:36:39.054084Z  INFO kiseki_log::raft_shard_store: shard registered with Raft RPC listener shard_id=00000000-0000-0000-0000-000000000001
May 09 08:36:39 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:36:39.054090Z  INFO openraft::engine::engine_impl: startup done, id=2, target_state: Learner
May 09 08:36:39 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:36:39.054099Z  INFO kiseki_server::runtime: log store: Raft node_id=2 peers=3
May 09 08:36:39 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:36:39.054285Z  INFO fjall::db: Creating database at /var/lib/kiseki/raft/cluster_control
May 09 08:36:39 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:36:39.059000Z  INFO lsm_tree::tree::ingest: Finished ingestion writer
May 09 08:36:39 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:36:39.063024Z  INFO lsm_tree::tree::ingest: Finished ingestion writer
May 09 08:36:39 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:36:39.064205Z  INFO openraft::storage::helper: get_initial_state: vote: <T0-N2:->, last_purged_log_id: None, last_applied: None, committed: None, last_log_id: None
May 09 08:36:39 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:36:39.064224Z  INFO openraft::storage::helper: load membership from log: [0..0)
May 09 08:36:39 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:36:39.064232Z  INFO openraft::storage::helper: load key log ids from (None,None]
May 09 08:36:39 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:36:39.064310Z  INFO openraft::engine::engine_impl: startup begin: state: RaftState { vote: Leased { data: Vote { leader_id: LeaderId { term: 0, node_id: 2 }, committed: false }, last_update: Some(TokioInstant(Instant { tv_sec: 62, tv_nsec: 634170070 })), lease: 0ns, lease_enabled: true }, log_ids: LogIdList { purged: None, key_log_ids: [] }, membership_state: MembershipState { committed: EffectiveMembership { log_id: None, membership: Membership { configs: [], nodes: {} }, voter_ids: {} }, effective: EffectiveMembership { log_id: None, membership: Membership { configs: [], nodes: {} }, voter_ids: {} } }, snapshot_meta: SnapshotMeta { last_log_id: None, last_membership: StoredMembership { log_id: None, membership: Membership { configs: [], nodes: {} } }, snapshot_id: "" }, last_inflight_id: 0, server_state: Learner, io_state: IOState { building_snapshot: false, log_progress: IOProgress { accepted: Some(Vote(UncommittedVote { leader_id: LeaderId { term: 0, node_id: 2 } })), submitted: Some(Vote(UncommittedVote { leader_id: LeaderId { term: 0, node_id: 2 } })), flushed: Some(Vote(UncommittedVote { leader_id: LeaderId { term: 0, node_id: 2 } })), id: "2", name: "LogIO" }, apply_progress: IOProgress { accepted: None, submitted: None, flushed: None, id: "2", name: "Apply" }, snapshot: IOProgress { accepted: None, submitted: None, flushed: None, id: "2", name: "Snapshot" }, cluster_committed: MonotonicIncrease { value: None }, purged: None }, purge_upto: None, progress_id_gen: SharedIdGenerator { next_id: 1 } }, is_leader: false, is_voter: false
May 09 08:36:39 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:36:39.064345Z  INFO openraft::engine::engine_impl: startup done, id=2, target_state: Learner
May 09 08:36:39 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:36:39.064352Z  INFO kiseki_server::runtime: control-plane Raft group: up (ADR-033 §4) node_id=2 peers=3
May 09 08:36:39 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:36:39.064369Z  INFO kiseki_server::runtime: audit log: in-memory events=0
May 09 08:36:39 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:36:39.066641Z  INFO fjall::db: Creating database at /var/lib/kiseki/chunks/meta
May 09 08:36:39 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:36:39.070880Z  INFO lsm_tree::tree::ingest: Finished ingestion writer
May 09 08:36:39 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:36:39.074698Z  INFO lsm_tree::tree::ingest: Finished ingestion writer
May 09 08:36:39 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:36:39.075705Z  INFO kiseki_server::runtime: chunk store: persistent (raw block, group commit) path=/var/lib/kiseki flush_interval_ms=100
May 09 08:36:39 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:36:39.075734Z  INFO kiseki_server::runtime: fabric peer registered for cross-node chunks peer_id=1 fabric_addr="10.0.0.10:9100"
May 09 08:36:39 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:36:39.075745Z  INFO kiseki_server::runtime: fabric peer registered for cross-node chunks peer_id=3 fabric_addr="10.0.0.12:9100"
May 09 08:36:39 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:36:39.075748Z  INFO kiseki_server::runtime: cross-node chunk replication enabled (Phase 16a) peers=2
May 09 08:36:39 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:36:39.075752Z  INFO kiseki_server::runtime: cluster durability defaults cluster_size=3 copies=3 min_acks=2 strategy=Replication { copies: 3 }
May 09 08:36:39 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:36:39.075761Z  INFO kiseki_server::runtime: scrub scheduler: spawned (orphan + under-replication, 10-min cadence, drain-on-shutdown)
May 09 08:36:39 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:36:39.075764Z  INFO kiseki_server::runtime: raw block devices configured devices=8
May 09 08:36:39 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:36:39.075815Z  INFO kiseki_server::runtime: raw device detected device="/dev/disk/by-id/google-local-nvme-ssd-0"
May 09 08:36:39 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:36:39.075824Z  INFO kiseki_server::runtime: raw device detected device="/dev/disk/by-id/google-local-nvme-ssd-1"
May 09 08:36:39 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:36:39.075830Z  INFO kiseki_server::runtime: raw device detected device="/dev/disk/by-id/google-local-nvme-ssd-2"
May 09 08:36:39 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:36:39.075834Z  INFO kiseki_server::runtime: raw device detected device="/dev/disk/by-id/google-local-nvme-ssd-3"
May 09 08:36:39 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:36:39.075839Z  INFO kiseki_server::runtime: raw device detected device="/dev/disk/by-id/google-local-nvme-ssd-4"
May 09 08:36:39 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:36:39.075844Z  INFO kiseki_server::runtime: raw device detected device="/dev/disk/by-id/google-local-nvme-ssd-5"
May 09 08:36:39 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:36:39.075849Z  INFO kiseki_server::runtime: raw device detected device="/dev/disk/by-id/google-local-nvme-ssd-6"
May 09 08:36:39 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:36:39.075853Z  INFO kiseki_server::runtime: raw device detected device="/dev/disk/by-id/google-local-nvme-ssd-7"
May 09 08:36:39 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:36:39.075915Z  INFO fjall::db: Creating database at /var/lib/kiseki/metadata/compositions
May 09 08:36:39 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:36:39.076857Z  INFO kiseki_chunk_cluster::scrub_scheduler: scrub scheduler: shutdown received, draining
May 09 08:36:39 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:36:39.080099Z  INFO lsm_tree::tree::ingest: Finished ingestion writer
May 09 08:36:39 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:36:39.084277Z  INFO lsm_tree::tree::ingest: Finished ingestion writer
May 09 08:36:39 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:36:39.087275Z  INFO lsm_tree::tree::ingest: Finished ingestion writer
May 09 08:36:39 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:36:39.091685Z  INFO lsm_tree::tree::ingest: Finished ingestion writer
May 09 08:36:39 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:36:39.093147Z  INFO kiseki_server::runtime: composition store: persistent (fjall, eventual durability) path=/var/lib/kiseki/metadata/compositions interval_ms=100
May 09 08:36:39 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:36:39.095359Z  INFO kiseki_server::runtime: view store: persistent (redb-backed, ADR-040) path=/var/lib/kiseki/metadata/views.redb
May 09 08:36:39 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:36:39.095932Z  INFO kiseki_server::runtime: bootstrap: namespace 'default' + view installed (Raft follower; will hydrate compositions from log)
May 09 08:36:39 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:36:39.095962Z  INFO kiseki_server::runtime: inline write path disabled in multi-node cluster — small writes go through fabric (Phase 16a)
May 09 08:36:39 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:36:39.095970Z  INFO kiseki_server::runtime: fsync hook: composition store (fjall) registered
May 09 08:36:39 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:36:39.095973Z  INFO kiseki_server::runtime: fsync hook: chunk-store device registered
May 09 08:36:39 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:36:39.096020Z  WARN kiseki::nfs::security: NFS path is PLAINTEXT — fh4s and data are observable on the network. Mitigations: VPC isolation, firewall ingress restrictions. Compliance: this configuration violates I-PN7-default and is acceptable only with documented compensating controls.
May 09 08:36:39 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:36:39.096030Z  INFO kiseki_server::runtime: NFS transport posture mode=Plaintext layout_ttl_seconds=60
May 09 08:36:39 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:36:39.096114Z  WARN kiseki_gateway::s3_server: S3 HTTP gateway listening (PLAINTEXT — development only) addr=0.0.0.0:9000
May 09 08:36:39 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:36:39.096126Z  INFO kiseki_server::runtime: portmapper listening (NFS3 + MOUNT3 → NFS port) addr=0.0.0.0:111 advertised_nfs_port=2049
May 09 08:36:39 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:36:39.096134Z  INFO kiseki_gateway::nfs_server: NFS server listening (NFSv3 + NFSv4.2) addr=0.0.0.0:2049
May 09 08:36:39 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:36:39.096201Z  INFO kiseki_server::runtime: pNFS DS listener spawned addr=0.0.0.0:2052
May 09 08:36:39 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:36:39.096208Z  INFO kiseki_server::runtime: composition hydrator spawned (Phase 16f — followers consume create-deltas)
May 09 08:36:39 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:36:39.096215Z  INFO kiseki_server::runtime: backup: disabled (set KISEKI_BACKUP_BACKEND=fs|s3 to enable)
May 09 08:36:39 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:36:39.096218Z  INFO kiseki_server::runtime: control plane: in-process (ControlService on data-path gRPC)
May 09 08:36:39 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:36:39.096253Z  INFO kiseki_server::metrics: metrics + admin UI server listening addr=0.0.0.0:9090
May 09 08:36:39 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:36:39.096264Z  INFO kiseki_gateway::pnfs_ds_server: pNFS DS listening addr=0.0.0.0:2052 tls=false
May 09 08:36:39 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:36:39.098531Z  INFO kiseki_server::runtime: tuning store: persistent (redb) path=/var/lib/kiseki/tuning
May 09 08:36:39 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:36:39.098767Z  WARN kiseki_server::runtime: data-path gRPC listening (PLAINTEXT — development only) addr=0.0.0.0:9100
May 09 08:36:39 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:36:39.098800Z  WARN kiseki_server::runtime: ClusterChunkService: NO SAN interceptor (plaintext development mode — cross-node fabric is not protected against tenant certs)
May 09 08:36:39 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:36:39.098828Z  INFO kiseki_server::runtime: [transport.native] available bindings (in priority order):
May 09 08:36:39 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:36:39.098834Z  INFO kiseki_server::runtime:   1. tcp-framed       (latency_class=Low, addr=0.0.0.0:9103)
May 09 08:36:39 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:36:39.098837Z  INFO kiseki_server::runtime:   2. grpc-h2          (latency_class=Standard, addr=0.0.0.0:9100)
May 09 08:36:39 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:36:39.098839Z  INFO kiseki_server::runtime: [transport.native] override available via KISEKI_NATIVE_TRANSPORT={grpc|tcp|ibverbs|libfabric|auto}
May 09 08:36:39 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:36:39.098855Z  INFO kiseki_server::runtime: TCP-framed native binding registered (ADR-042 §2.2) addr=0.0.0.0:9103 require_tls=false
May 09 08:36:39 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:36:39.098863Z  INFO kiseki_server::runtime: gRPC native binding registered on shared data_addr (ADR-042 §2.1) require_tls=false
May 09 08:36:39 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:36:39.098948Z  WARN kiseki_gateway::native::tcp_framed::listener: TCP-framed native binding listening (plaintext — dev mode; connections see synthetic 'dev' SAN) addr=0.0.0.0:9103
May 09 08:36:41 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:36:41.496493Z  INFO openraft::raft::api::protocol: Raft::vote(): rpc: {vote:<T3-N1:->, last_log:T0-N1.0}
May 09 08:36:41 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:36:41.496537Z  INFO openraft::core::raft_core: received RaftMsg::RequestVote: openraft::core::raft_core::RaftCore<_, _, _, _>::handle_api_msg, now: 08:36:41.496535, vote_request: {vote:<T3-N1:->, last_log:T0-N1.0}
May 09 08:36:41 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:36:41.496583Z  INFO openraft::core::raft_core: openraft::core::raft_core::RaftCore<_, _, _, _>::handle_vote_request: req: {vote:<T3-N1:->, last_log:T0-N1.0}
May 09 08:36:41 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:36:41.496588Z  INFO openraft::engine::engine_impl: handle vote request: req: {vote:<T3-N1:->, last_log:T0-N1.0}
May 09 08:36:41 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:36:41.496590Z  INFO openraft::engine::engine_impl: handle vote request: my_vote: <T0-N2:->, my_last_log_id: None, lease: now: 08:36:41.496587, last_update: 08:36:39.044571(2.452015967s ago), lease: 0ns, expire at: 08:36:39.044571(0ns since now)
May 09 08:36:41 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:36:41.496599Z  INFO openraft::engine::handler::vote_handler: vote is changing from <T0-N2:-> to <T3-N1:->
May 09 08:36:41 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:36:41.496606Z  INFO openraft::engine::engine_impl: handle vote request result: req: {vote:<T3-N1:->, last_log:T0-N1.0}, result: Ok(())
May 09 08:36:41 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:36:41.497319Z  INFO openraft::core::raft_core: received Notification::VoteResponse: openraft::core::raft_core::RaftCore<_, _, _, _>::handle_notification, now: 08:36:41.497318, resp: {<T3-N1:->, last_log:None}
May 09 08:36:41 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:36:41.498840Z  INFO openraft::engine::handler::vote_handler: vote is changing from <T3-N1:-> to <T3-N1:Q>
May 09 08:36:41 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:36:41.518469Z  INFO openraft::raft::api::protocol: Raft::vote(): rpc: {vote:<T3-N1:->, last_log:T0-N1.0}
May 09 08:36:41 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:36:41.518510Z  INFO openraft::core::raft_core: received RaftMsg::RequestVote: openraft::core::raft_core::RaftCore<_, _, _, _>::handle_api_msg, now: 08:36:41.518507, vote_request: {vote:<T3-N1:->, last_log:T0-N1.0}
May 09 08:36:41 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:36:41.518543Z  INFO openraft::core::raft_core: openraft::core::raft_core::RaftCore<_, _, _, _>::handle_vote_request: req: {vote:<T3-N1:->, last_log:T0-N1.0}
May 09 08:36:41 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:36:41.518548Z  INFO openraft::engine::engine_impl: handle vote request: req: {vote:<T3-N1:->, last_log:T0-N1.0}
May 09 08:36:41 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:36:41.518551Z  INFO openraft::engine::engine_impl: handle vote request: my_vote: <T0-N2:->, my_last_log_id: None, lease: now: 08:36:41.518547, last_update: 08:36:39.064236(2.454311657s ago), lease: 0ns, expire at: 08:36:39.064236(0ns since now)
May 09 08:36:41 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:36:41.518559Z  INFO openraft::engine::handler::vote_handler: vote is changing from <T0-N2:-> to <T3-N1:->
May 09 08:36:41 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:36:41.518565Z  INFO openraft::engine::engine_impl: handle vote request result: req: {vote:<T3-N1:->, last_log:T0-N1.0}, result: Ok(())
May 09 08:36:41 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:36:41.519267Z  INFO openraft::core::raft_core: received Notification::VoteResponse: openraft::core::raft_core::RaftCore<_, _, _, _>::handle_notification, now: 08:36:41.519266, resp: {<T3-N1:->, last_log:None}
May 09 08:36:41 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:36:41.520665Z  INFO openraft::engine::handler::vote_handler: vote is changing from <T3-N1:-> to <T3-N1:Q>
May 09 08:37:39 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:37:39.097864Z  INFO kiseki_server::runtime: scrub: periodic check completed
May 09 08:38:39 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:38:39.098119Z  INFO kiseki_server::runtime: scrub: periodic check completed
May 09 08:38:40 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:38:40.401259Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=2 last_applied=2
May 09 08:38:42 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:38:42.950970Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=1 last_applied=3
May 09 08:39:05 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:05.497101Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=1 last_applied=4
May 09 08:39:07 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:07.824093Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=1 last_applied=5
May 09 08:39:07 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:07.926634Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=1 last_applied=6
May 09 08:39:08 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:08.027848Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=1 last_applied=7
May 09 08:39:08 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:08.129171Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=1 last_applied=8
May 09 08:39:08 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:08.332024Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=4 last_applied=12
May 09 08:39:08 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:08.434317Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=4 last_applied=16
May 09 08:39:08 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:08.536632Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=4 last_applied=20
May 09 08:39:08 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:08.637857Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=4 last_applied=24
May 09 08:39:08 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:08.941393Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=5 last_applied=29
May 09 08:39:09 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:09.043520Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=5 last_applied=34
May 09 08:39:09 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:09.144796Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=12 last_applied=46
May 09 08:39:09 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:09.246684Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=7 last_applied=53
May 09 08:39:09 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:09.348250Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=6 last_applied=59
May 09 08:39:09 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:09.450580Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=9 last_applied=68
May 09 08:39:09 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:09.551794Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=10 last_applied=78
May 09 08:39:09 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:09.653028Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=10 last_applied=88
May 09 08:39:10 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:10.159009Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=1 last_applied=89
May 09 08:39:10 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:10.261129Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=3 last_applied=92
May 09 08:39:10 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:10.363369Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=10 last_applied=102
May 09 08:39:10 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:10.465528Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=7 last_applied=109
May 09 08:39:10 kiseki-storage-2 kiseki-server[19037]: 2026-05-09T08:39:10.567018Z  INFO kiseki_composition::hydrator: composition hydrator: installed compositions from log applied=14 last_applied=123
